no,TI,ID
531,A COMPARISON BETWEEN EFFECTS OF AROMA MASSAGE AND MERIDIAN MASSAGE ON CONSTIPATION AND STRESS IN WOMEN COLLEGE STUDENTS,abdomen;acupressure;acupuncture;adult;aromatherapy;article;clinical trial;constipation;controlled clinical trial;controlled study;female;human;massage;mental stress;nursing;psychological aspect;questionnaire;student;abdomen;acupressure;acupuncture points;adult;aromatherapy;constipation;female;humans;massage;questionnaires;stress;psychological;students;young adult
532,BABY MASSAGE AMELIORATES NEONATAL JAUNDICE IN FULL-TERM NEWBORN INFANTS,bilirubin;apgar score;article;bilirubin blood level;birth weight;breast feeding;controlled clinical trial;defecation habit;delivery;female;gestational age;human;major clinical study;male;massage;newborn;newborn care;newborn jaundice;outcome assessment;phototherapy;algorithms;apgar score;birth weight;breast feeding;female;gestational age;humans;infant;newborn;jaundice;neonatal;male;massage;maternal behavior;mother-child relations;mothers;term birth
533,THE IMMEDIATE EFFECTS OF TRADITIONAL THAI MASSAGE ON HEART RATE VARIABILITY AND STRESS-RELATED PARAMETERS IN PATIENTS WITH BACK PAIN ASSOCIATED WITH MYOFASCIAL TRIGGER POINTS,adult;anxiety;article;backache;clinical article;clinical trial;controlled clinical trial;controlled study;disease association;female;heart rate variability;human;male;massage;muscle tone;myofascial pain;pain threshold;randomized controlled trial;stress;traditional thai massage;treatment response;trigger point;adult;back pain;female;heart rate;humans;male;massage;myofascial pain syndromes;pain threshold;stress;psychological;thailand
534,ESTIMATION OF COMFORTABLE/UNCOMFORTABLE FEELING BASED ON EEG BY USING NN AND K-MEANS ALGORITHM FOR MASSAGE CHAIR,algorithms;elasticity;estimation;neural networks;eeg;estimation methods;k-means algorithm;massage;massage chair;physical conditions;realizability;skin elasticity;physical therapy
535,ABDOMINAL MASSAGE FOR THE ALLEVIATION OF CONSTIPATION SYMPTOMS IN PEOPLE WITH MULTIPLE SCLEROSIS: A RANDOMIZED CONTROLLED FEASIBILITY STUDY,abdominal massage;adult;aged;article;clinical article;constipation;constipation scoring system;feasibility study;female;human;male;massage;multiple sclerosis;multiple sclerosis impact scale;neurogenic bowel dysfunction score;qualiveen questionnaire;questionnaire;randomized controlled trial;rating scale;scoring system;treatment outcome
536,ACUTE CYSTIC RUPTURE AND HEMORRHAGIC SHOCK AFTER A VIGOROUS MASSAGE CHAIR ASESSION IN A PATIENT WITH POLYCYSTIC KIDNEY DISEASE,acetylsalicylic acid;calcium channel blocking agent;creatinine;dipeptidyl carboxypeptidase inhibitor;fresh frozen plasma;hydrochlorothiazide;vitamin k group;warfarin;abdominal scintiscanning;aged;article;bed rest;case report;coil embolization;computer assisted tomography;creatinine blood level;cyst rupture;ectopic kidney;electrocardiogram;erythrocyte concentrate;hemorrhagic shock;human;kidney failure;kidney function;kidney hemorrhage;kidney polycystic disease;laparotomy;lung auscultation;lung ventilation perfusion ratio;male;massage;nephrectomy;nuclear magnetic resonance imaging;urea nitrogen blood level;vigorous massage chair session
537,"THE REHABILITATION OF FACIAL INVOLVEMENT IN SYSTEMIC SCLEROSIS: EFFICACY OF THE COMBINATION OF CONNECTIVE TISSUE MASSAGE, KABAT'S TECHNIQUE AND KINESITHERAPY: A RANDOMIZED CONTROLLED TRIAL",adult;aged;article;clinical article;connective tissue;controlled study;exercise;face;female;follow up;health assessment questionnaire;home care;human;kabat technique;kinesiotherapy;male;massage;priority journal;randomized controlled trial;scoring system;short form 36;statistical significance;systemic sclerosis;treatment duration;treatment outcome
538,ALTERATIONS IN RESTING-STATE BOLD MRI FRACTAL DIMENSION AFTER SWEDISH MASSAGE,adult;article;bold signal;female;fractal analysis;human;human experiment;male;massage;microvasculature;normal human;nuclear magnetic resonance imaging;priority journal;rest;swedish massage;vascular capacity
539,THE EFFECT OF SWEDISH MASSAGE ON GLYCOHEMOGLOBIN IN CHILDREN WITH DIABETES MELLITUS,
540,OVERZEALOUS CARDIAC MASSAGE LEADING TO UNINTENTIONAL INFANT DEATH.,article;case report;child abuse;fatality;heart injury;heart massage;human;infant;mother;psychological aspect;child abuse;fatal outcome;heart injuries;heart massage;humans;infant;mothers
541,"A COMPARISON OF THE EFFECTS OF 2 TYPES OF MASSAGE AND USUAL CARE ON CHRONIC LOW BACK PAIN: A RANDOMIZED, CONTROLLED TRIAL",adult;article;chronic pain;disability;female;follow up;human;low back pain;major clinical study;male;massage;medical care;outcomes research;priority journal;questionnaire;randomized controlled trial;treatment outcome
542,TRANSVERSE FRICTIONAL MASSAGE FOR PLANTAR FASCIITIS: A CLINICAL PILOT TRIAL,
543,A HISTORY OF MASSAGE IN NURSE TRAINING SCHOOL CURRICULA (1860-1945),article;clinical competence;curriculum;education;history;holistic nursing;human;massage;nurse attitude;nurse patient relationship;nursing education;nursing staff;nursing student;philosophy;united kingdom;united states;clinical competence;curriculum;education;nursing;england;history;19th century;history;20th century;holistic health;holistic nursing;humans;massage;nurse's role;nurse-patient relations;nursing staff;hospital;students;nursing;united states
544,SUBCUTANEOUS HEMATOMA ASSOCIATED WITH MANUAL CERVICAL MASSAGE DURING CAROTID ARTERY STENTING: A CASE REPORT,acetylsalicylic acid;clopidogrel;heparin;aged;anticoagulant therapy;article;aspiration catheter;carotid artery obstruction;carotid artery stenting;carotid sinus massage;case report;cervical spine;echography;embolic protection device;human;magnetic resonance angiography;male;spinal hematoma;subcutaneous hemorrhage;transitional blindness
545,DOES MASSAGE THERAPY REDUCE CORTISOL? A COMPREHENSIVE QUANTITATIVE REVIEW,hydrocortisone;article;clinical trial;groups by age;human;hydrocortisone blood level;hydrocortisone urine level;massage;medical literature;meta analysis;saliva level;systematic review;therapy effect;adult;anxiety;child;depression;humans;hydrocortisone;massage;pain;randomized controlled trials as topic
546,TRANSCUTANEOUS FEEDING: THE EFFECT OF MASSAGE WITH COCONUT OIL ON WEIGHT GAIN IN PRETERM NEWBORNS,coconut oil;apgar score;article;birth weight;controlled study;double blind procedure;female;gestational age;head circumference;human;infant feeding;iran;major clinical study;male;massage;newborn;prematurity;quasi experimental study;randomized controlled trial;transcutaneous feeding;weight gain
547,CAROTID SINUS SYNDROME IS COMMON IN VERY ELDERLY PATIENTS UNDERGOING TILT TABLE TESTING AND CAROTID SINUS MASSAGE BECAUSE OF SYNCOPE OR UNEXPLAINED FALLS,adult;aged;article;carotid sinus massage;carotid sinus syndrome;cohort analysis;diagnostic accuracy;falling;female;human;incidence;major clinical study;male;observational study;outcome assessment;prospective study;syncope;tilt table test;syncope
548,MASSAGE THERAPY AFTER CARDIAC SURGERY,analgesic agent;anxiety;article;clinical trial;emotional stress;guided imagery;heart surgery;human;immune response;intermethod comparison;massage;music therapy;postoperative care;postoperative pain;postoperative period;psychological aspect;relaxation training;surgical patient;wound healing;anxiety;cardiac surgical procedures;humans;massage;muscle tonus;pain;postoperative;patient satisfaction;postoperative care;treatment outcome
549,PHYSIOLOGICAL RESPONSES TO TOUCH MASSAGE IN HEALTHY VOLUNTEERS,glucose;glycerol;hydrocortisone;lactic acid;pyruvic acid;article;autonomic nervous system;controlled study;female;glucose blood level;heart rate variability;human;human experiment;insulin blood level;male;massage;normal human;priority journal;saliva analysis;touch;volunteer;adult;biological markers;blood glucose;cross-over studies;energy metabolism;female;heart rate;humans;hydrocortisone;insulin;male;massage;parasympathetic nervous system;stress;psychological;therapeutic touch
550,CLINICAL OBSERVATIONS ON CURATIVE EFFECT OF TCM MASSAGE ON DYSSOMNIA OF INFANTS,article;athens insomnia scale;circadian rhythm;female;human;infant;major clinical study;male;massage;scoring system;sleep disorder;sleep time;tcm massage;preschool child;treatment outcome;child;preschool;dyssomnias;female;humans;infant;male;massage;treatment outcome
551,LEG MASSAGE THERAPY PROMOTES PSYCHOLOGICAL RELAXATION AND REINFORCES THE FIRST-LINE HOST DEFENSE IN CANCER PATIENTS,chromogranin a;secretory immunoglobulin;adult;aged;anxiety;article;cancer patient;clinical article;female;host resistance;human;immune function test;leg massage;lung cancer;lymphoma;male;massage;mental stress;outcome assessment;rectum cancer;relaxation sensation;state trait anxiety inventory;stress;therapy effect;visual analog scale;adult;aged;anxiety;chromogranin a;electrocardiography;female;heart rate;humans;immunoglobulin a;leg;male;massage;middle aged;neoplasms;relaxation therapy;saliva;social behavior;stress;psychological;young adult
552,VENOUS THROMBOEMBOLISM FOLLOWING VIGOROUS DEEP TISSUE MASSAGE,carteolol;heparin;latanoprost;protein c;protein s;warfarin;aged;anticoagulant therapy;article;breathing pattern;breathing rate;cardiovascular risk;case report;disease association;disease predisposition;doppler echography;dyspnea;glaucoma;heart rate;human;hypertension;leg injury;male;massage;oxygen saturation;phlebitis;protein blood level;protein determination;risk factor;spiral computer assisted tomography;thorax pain;thorax radiography;transthoracic echocardiography;venous thromboembolism;vigorous deep tissue massage;aged;anticoagulants;humans;male;massage;venous thromboembolism
553,BACK MASSAGE THERAPY PROMOTES PSYCHOLOGICAL RELAXATION AND AN INCREASE IN SALIVARY CHROMOGRANIN A RELEASE,amylase;chromogranin a;hydrocortisone;article;back;clinical article;enzyme activity;female;heart rate;human;massage;mental health;protein secretion;psychological well being;saliva;scoring system;state trait anxiety inventory;alpha-amylases;anxiety;back;biological markers;chromogranin a;female;heart rate;humans;hydrocortisone;massage;psychological tests;questionnaires;relaxation therapy;saliva;stress;psychological;young adult
554,THE TIMING OF ONSET OF MECHANICAL SYSTOLE AND DIASTOLE IN REFERENCE TO THE QRS-T COMPLEX: A STUDY TO DETERMINE PERFORMANCE CRITERIA FOR A NON-INVASIVE DIASTOLIC TIMED VIBRATION MASSAGE SYSTEM IN TREATMENT OF POTENTIALLY UNSTABLE CARDIAC DISORDERS,adult;aged;aorta valve;article;controlled study;coronary artery blood flow;diastole;electrocardiography monitoring;female;heart contraction;heart cycle;heart depolarization;heart massage;heart muscle ischemia;human;major clinical study;male;mitral valve;non invasive measurement;qrs complex;st segment elevation myocardial infarction;systole;t wave;vibration;volumetry;adolescent;adult;aged;aged;80 and over;diastole;echocardiography;doppler;electrocardiography;equipment design;female;follow-up studies;heart massage;humans;male;middle aged;myocardial contraction;myocardial infarction;retrospective studies;systole;time factors;treatment outcome;ventricular function;left;vibration;young adult
555,RANDOMISED COMPARISON OF PERCUTANEOUS LEFT VENTRICULAR ASSIST DEVICE WITH OPEN-CHEST CARDIAC MASSAGE AND WITH SURGICAL ASSIST DEVICE DURING ISCHAEMIC CARDIAC ARREST,microsphere;animal experiment;animal model;article;brain perfusion;circulation;controlled study;defibrillation;end tidal carbon dioxide tension;epicardium;flow measurement;heart arrest;heart assist device;heart massage;heart muscle ischemia;heart muscle perfusion;heart output;heart ventricle fibrillation;hemodynamics;ischemic cardiac arrest;nonhuman;open chest cardiac massage;percutaneous left ventricular assist device;priority journal;prosthesis;surgical equipment;swine;thoracotomy;tissue perfusion;animals;cardiac output;chi-square distribution;equipment design;heart arrest;heart massage;heart-assist devices;hemodynamics;least-squares analysis;microspheres;random allocation;swine;thoracotomy;treatment outcome;ventricular fibrillation
556,JOINT MOBILIZATION VS MASSAGE FOR CHRONIC MECHANICAL NECK PAIN: A PILOT STUDY TO ASSESS RECRUITMENT STRATEGIES AND ESTIMATE OUTCOME MEASURE VARIABILITY,adult;aged;article;body posture;chronic pain;clinical article;clinical assessment;clinical trial;exercise;female;follow up;human;joint mobilization;male;massage;neck disability index;neck pain;outcome assessment;physical examination;pilot study;prognosis;sample size;scoring system;screening test;sedation;sedative massage;visual analog scale;chronic disease;disability evaluation;exercise therapy;female;humans;male;manipulation;orthopedic;massage;middle aged;neck pain;pain measurement;patient selection;pilot projects;posture;randomized controlled trials as topic
557,THE RELATIONSHIP BETWEEN MASSAGE TO THE EQUINE CAUDAL HINDLIMB MUSCLES AND HINDLIMB PROTRACTION,animal;animal disease;article;clinical trial;controlled clinical trial;controlled study;crossover procedure;hindlimb;horse;massage;physiology;randomized controlled trial;skeletal muscle;animals;cross-over studies;hindlimb;horses;massage;muscle;skeletal;equidae
558,A QUALITATIVE STUDY ON URUT MELAYU: THE TRADITIONAL MALAY MASSAGE,coconut oil;eucalyptus oil;adult;aged;alternative medicine;article;asthma;breast engorgement;female;fracture;health care personnel;human;hypertension;information processing;inguinal hernia;malaysia;male;massage;medical ethics;migraine;normal human;patient positioning;priority journal;professional knowledge;qualitative research;sexual dysfunction;stroke;treatment duration;treatment indication;treatment outcome;urine incontinence;urut melayu;vagina discharge;adult;aged;aged;80 and over;female;focus groups;health personnel;humans;malaysia;male;massage;medicine;traditional;middle aged;qualitative research
